Location, Link,Title,Description
New Jersey,http://newjersey.hometownlocator.com/nj/hunterdon/west-portal.cfm,"West Portal, NJ - New Jersey Gazetteer","West Portal Populated Place Profile with maps, aerial photos, schools, hospitals, 
... Location: Hunterdon County, NJ, FID: 881725, Latitude: 40.662322998, 
Longitude: ... BIG Map | Driving Directions | Data Source - USGS GNIS FID: 
881725."
New Jersey,http://www.sunviewer.net/portals/NJNG/,New Jersey National Guard - SunViewer.net,"Sunviewerâ„¢ portal for the New Jersey National Guard green energy project. 
Heliotronics Sunviewer.netâ„¢ web portals and SunTouchâ„¢ kiosks display live 
dataÂ ..."
New Jersey,http://portal.hud.gov/hudportal/HUD/states/new_jersey,HUD in New Jersey,"Featured Local News. Friday, January 10, 2014. HUD Awards Nearly $500,000 
to 9 New Jersey Public Housing Authorities to Promote Family Self-Sufficiency."
New Mexico,http://www.prweb.com/releases/2013/11/prweb11288761.htm,Paladin Data Systems Announces NewMARC Portal Awarded the ...,"Oct 31, 2013 ... Paladin Data Systems Announces NewMARC Portal Awarded the New Mexico 
Infrastructure Finance Conference's 2013 Best Practice AwardÂ ..."
New Mexico,http://sunshineportalnm.com/,New Mexico Sunshine Portal,"Mar 30, 2011 ... Come back often to see new reports, enhanced features, and fresh data! How do 
I use the Sunshine Portal? To jump-start your search, click onÂ ..."
New Mexico,http://landstatus.nmstatelands.org/GISDataDownLoadnew.aspx,New Mexico State Land Office - Enterprise Data,These data are produced and maintained by the New MexicoÂ ...
New Mexico,http://octane.nmt.edu/,Go Tech,"GO-TECH is up and running at a new location. ... if you have a request regarding 
the data that is normally available on this site from the New Mexico State LandÂ ..."
New Mexico,http://www.stateintegrity.org/new_mexico_governor_susana_martinez_sunshine_portal_employee_data,"New Mexico announces overhaul of Sunshine Portal"" employee data""","Governor Susana Martinez announced today that her administration has 
completed an overhaul of the New Mexico Sunshine Portal, which now displays 
theÂ ..."
New Mexico,https://nmtracking.org/,Welcome to New Mexico Environmental Public Health Tracking,"Find maps of New Mexico Counties, Health Regions and Legislative House and 
... Access state data and create maps, charts, and tables on the public portal."
New Mexico,http://nmepscor.org/,nmepscor.org |,"Data Portal ... New Mexico's Experimental Program to Stimulate Competitive 
Research ... NM EPSCoR is also cultivating a well-qualified Science, Technology
,Â ..."
New Mexico,https://ibis.health.state.nm.us/resources/Injury_Portal.html,NM-IBIS - New Mexico Injury Portal,"Sep 14, 2013 ... This page provides links to documents and resources for injury data in New 
Mexico. Click on a blue bar to expand it to see the content."
New Mexico,http://smiley.nmsu.edu/SparcWebsite/sparcgisresources.htm,GIS Resources - New Mexico State University,"GIS Resources. Internet Mapping Resource and Data Portal. This portal provides 
access to Currently Supported data downloads and Internet Mapping Services."
New Mexico,http://news.unm.edu/news/a-portal-for-earth-science-data-exploration,A Portal for Earth Science Data Exploration :: The University of New ...,"Jul 23, 2012 ... Science is entering a new era of data intensive research says William ... 
DataONE principal investigator at the University of New Mexico."
New York,https://nycopendata.socrata.com/,NYC Open Data,"Read the full article: â€ùHow New York's Fire Department Uses Data Miningâ€ù .... a 
running count of datasets, maps, and charts available on the OpenData portal."
New York,https://data.ny.gov/,Open Data: State of New York,"Welcome to New York's Open Data Portal, bringing together local, state and 
federal data in one place. Search the site's datasets by location or subject,Â ..."
New York,http://www.nyc.gov/html/dcp/html/neigh_info/nhmap.shtml,Community District Information - New York City Department of City ...,"Community Data Portal Â· Printer Friendly Version. NYC Community Data Portal. 
For information about a particular community district, select from the map below:Â ..."
New York,http://www.nyc.gov/html/doitt/html/open/data.shtml,DoITT - Technology & Public Service Innovation - Open Data,"Through New York City's open data policy â€“ a citywide set of standards and 
guidelines ... APIs (application programming interface) through its Developer 
Portal."
New York,http://www.engageny.org/portal,EngageNY Portal | EngageNY,"The goals of the EngageNY Portal are to: Make student data available to New 
York's educators, students, and students' families to support improved instruction
Â ..."
New York,https://data.cityofnewyork.us/browse?limitTo=datasets,Datasets - Search & Browse | NYC Open Data,"Public data sets made available on the NYC OpenData portal are provided for ... 
New York City school level College Board SAT results for the graduatingÂ ..."
New York,https://nycbigapps.com/datasets,NYC BigApps 2013 Data Sets,"New York State's Open Data Portal brings together local, state and federal data in 
one place. Search the site's datasets by location or subject, or explore featuredÂ ..."
New York,http://www.thenewyorkworld.com/2013/11/22/open-data/,City agencies slow flow of data to public hub | The New York World,"Nov 22, 2013 ... In one sense it's news to celebrate: Since the passage of New York ... Agencies 
must upload all such data to the portal by the end of 2018."
New York,http://nys-its.github.io/open-data-handbook/,Open Data Handbook - New York State Office of Information ...,"The Open New York web portal will allow researchers, citizens, business and the 
media direct access to high-value data, which will be continually added to andÂ ..."
New York,http://www.itworld.com/big-data/401196/rats-open-data-tells-new-york-city-residents-where-vermin-are-and-aren-t,Rats! Open data tells New York City residents where the vermin are ...,"Jan 22, 2014 ... The Big Apple's Rat Information Portal is an early example of a government using 
open data in a creative way."
North Carolina,http://www.cgia.state.nc.us/DataResources.aspx,NC GIS Data Resources,"Now, we are pleased to offer data-distribution through the NC OneMap 
GeoSpatial Portal. Visit the Geospatial Portal to discover data, download data, or 
streamÂ ..."
North Carolina,http://data.nconemap.com/,NC OneMap GeoSpatial Portal,"How to use OGC services; Search the GeoSpatial Portal with a browser ... NC 
OneMap GeoSpatial Portal - Geographic Data Serving a Statewide Community ::."
North Carolina,http://www.nconemap.com/,NC OneMap > Home,"The official site of NC OneMap. ... Visit the Geospatial Portal to discover data, 
download data, or stream data through a web service directly into a desktop or 
webÂ ..."
North Carolina,https://www.communitycarenc.org/informatics-center/north-carolina-community-health-information-portal/,CCNC : North Carolina Community Health Information Portal,"New insights through the geo-location of data. The North Carolina Community 
Health Information Portal (NC-HIP) is a web-based application designed to allow
Â ..."
North Carolina,http://www.raleighnc.gov/open,Open Raleigh | raleighnc.gov - City of Raleigh,"Aug 21, 2013 ... The Open Data Institute awarded a pilot level certificate to Raleigh's Open Data 
Portal. Open Data Portal. Screenshot of Open Data Portal. Learn about your city 
through Raleigh's Open Data Portal Data. ... Raleigh, NC 27601Â ..."
North Carolina,https://data.raleighnc.gov/,Open Raleigh,"Daily Police Incident Data: Updated every day at 11AM. Historic District Overlay 
... Land Use in 2012. Permit data with parcel ID for 2012 and up to 02/08/2013Â ..."
North Carolina,http://www.nc.gov/government/stats.aspx,NC.gov: Statistics and Research,"North Carolina Capital ... Education Data: Financial, school, business, key annual 
reports, longitudinal trends for K-12 Â· Get the Facts on Community CollegesÂ ..."
North Carolina,http://www.unc.edu/~kapark/CURS/intro.html,NC Cities - The University of North Carolina at Chapel Hill,"The State of North Carolina Cities (SNCC) Data Portal is a long-term initiative 
developed to inform citizens and policymakers about the changes occurring inÂ ..."
North Carolina,http://www.ncdenr.gov/,NC Dept. of Environment and Natural Resources: NCDENR,"NC DENR .... Data, Statistics, Reports and Maps ... N.C. DENR Regional Offices 
map - Select a regional office near you or click on a region on the map above toÂ ..."
North Carolina,http://www.socrata.com/blog/raleigh-nc-wins-national-award-for-open-data-portal/,"Raleigh, NC Wins National Award for Open Data Portal - Socrata","Aug 28, 2013 ... Raleigh, NC received a 2013 Web 2.0 award for its open data portal. With events 
like NC DataJam and NC DataPalooza, Raleigh aims toÂ ..."
North Dakota,https://apps.nd.gov/hubdataportal,North Dakota GIS Hub Data Portal - Job Service North Dakota,"The GIS Hub is the portal to North Dakota geospatial data. The data, web 
services, and interactive maps available on the GIS Hub are the results of aÂ ..."
North Dakota,https://gf.nd.gov/maps/gis-hub-data-portal,GIS Hub Data Portal | North Dakota Game and Fish,"The North Dakota GIS Hub Data Portal is a tool for finding downloadable GIS 
data, GIS web services, and GIS applications using geographic extents, 
searchingÂ ..."
North Dakota,http://www.nd.gov/gis/,North Dakota GIS (Geographic Information Systems),Portal to North Dakota geospatial data and information.
North Dakota,http://www.nd.gov/gis/mapsdata/,Maps and Data - State of North Dakota,"North Dakota GIS (Geographic Information Systems) ... nd.gov - The Official 
Portal for North Dakota State Government Â· North Dakota: Legendary. Follow the 
trailÂ ..."
North Dakota,https://apps.nd.gov/hubdataportal/srv/en/metadata.show?currTab=simple&id=137,North Dakota GIS Hub Data Portal - Job Service North Dakota,"Presentation form, Digital map: Map represented in raster or vector form. Abstract, 
This data set contains imagery from the National Agricultural Imagery ProgramÂ ..."
North Dakota,https://apps.nd.gov/hubdataportal/srv/en/metadata.show?currTab=simple&id=99,Ground and Surface Water Data - North Dakota GIS Hub Data Portal,"The GIS Hub is the portal to North Dakota geospatial data. The data, web ... 
Organisation name, North Dakota State Water Commission. Role, Originator: 
PartyÂ ..."
North Dakota,https://apps.nd.gov/hubdataportal/srv/en/metadata.show?currTab=simple&id=54,National Grasslands - North Dakota GIS Hub Data Portal - State of ...,"The GIS Hub is the portal to North Dakota geospatial data. The data, web 
services, and interactive maps available on the GIS Hub are the results of aÂ ..."
North Dakota,https://apps.nd.gov/hubdataportal/srv/en/help,North Dakota GIS Hub Data Portal,"The GIS Hub is the portal to North Dakota geospatial data. The data, web 
services, and interactive maps available on the GIS Hub are the results of aÂ ..."
North Dakota,https://apps.nd.gov/hubdataportal/srv/en/metadata.show?currTab=simple&id=57,US Army Corps of Engineers Lands - North Dakota GIS Hub Data ...,"The GIS Hub is the portal to North Dakota geospatial data. The data, web 
services, and interactive maps available on the GIS Hub are the results of aÂ ..."
North Dakota,http://www.nd.gov/gis/mapsdata/data/extractdata/,Finding And Obtaining Data From The GIS Hub - State of North Dakota,"Vector and raster data stored on the GIS Hub can be downloaded using the Hub 
Data Portal which is the primary application for finding and downloading data."
Ohio,http://education.ohio.gov/Topics/Data/Data-Tools-Portal/Data-Tools-Home,Data Tools Portal - Ohio Department of Education,"Ohio Department of Education Â· Facebook Â· Twitter Â· LinkedIn Â· YouTube ... Data 
Tools Home. Public; Teacher ... Review financial data. District Fiscal Benchmark
Â ..."
Ohio,http://library.osu.edu/about/departments/assessment/data-portal/,OSUL Data Portal - Ohio State University Libraries,"OSUL Data Portal. Information about library operations and services is provided 
here. Please contact us if you need additional information for projects or grantÂ ..."
Ohio,http://library.osu.edu/about/data-portal/,Data Portal - Ohio State University Libraries,"May 8, 2012 ... Statistical information about library operations and services is provided here. 
Please contact us if you need additional information for projects orÂ ..."
Ohio,https://safe.ode.state.oh.us/portal,SAFE Log On - Ohio Department of Education,"What is SAFE? The Ohio Department of Education (ODE) launched the Security 
Application For Enterprise (SAFE) Web portal in May, 2003. SAFE is a WebÂ ..."
Ohio,http://oh.portal.airast.org/OH_Alt/,Welcome to the Ohio Alternate Assessment Portal,"Ohio's new Alternate Assessment for Students with Significant Cognitive ... 
granted access to TIDE for the Alternate Assessment, the Data Entry Interface (
DEI),Â ..."
Ohio,http://www.noaca.org/index.aspx?page=94,GIS Data Portal - Northeast Ohio Areawide Coordinating Agency,"Sep 6, 2013 ... NOACA's Transportation System Data Portal allows users to access NOACA 
transportation system data in a clickable GIS map-basedÂ ..."
Ohio,http://portal.battelleforkids.org/ohio/race_to_the_Top/rtttop_value-added_services.html?sflang=en,Ohio Student Progress Portal - Value-Added Services,"In partnership with the Ohio Department of Education, Battelle for Kids will be ... 
Battelle for Kids hosted a series of four webinars around value-added data andÂ ..."
Ohio,http://portal.success-ode-state-oh-us.info/,Ohio's Statewide Testing Portal,"This Web site serves as a starting point for tools that can help in understanding 
Ohio's statewide assessments for the Ohio Achievement Assessments (OAA) and
Â ..."
Ohio,http://www.ohioschoolleaders.org/article/ode-data-tools-portal,ODE Data Tools Portal | OhioSchoolLeaders.org,"ODE Data Tools Portal. ODE has launched the Data Tools Portal, which provides 
access to dozens of data resources tracking school improvement and studentÂ ..."
Ohio,https://ohiova.sas.com/,the Ohio Value Added Login - SAS,
Oklahoma,https://data.ok.gov/,Data | State of Oklahoma,"data.ok.gov. State of Oklahoma ... The payroll data represents the amount paid to 
an employee during the reported time period. In addition to regular pay, theseÂ ..."
Oklahoma,http://www.socrata.com/customer-spotlight/state-of-oklahoma/,"State of Oklahoma - Socrata, Inc.","About data.ok.gov Data.OK.gov is part of the â€œOklahoma Information Services Act,
â€ù which will consolidate information, saving the user from having to travel."
Oklahoma,http://hoot.ou.edu/,HOOT (OU) - The University of Oklahoma,
Oklahoma,https://techpresident.com/blog-entry/legislative-framework-place-oklahoma-says-ok-open-data,"A Legislative Framework in Place, Oklahoma Says OK to Open Data ...","Feb 11, 2011 ... Oklahoma joined the ranks of states with open data portals this week when data.
ok.gov launched on Wednesday. The portal launch is aÂ ..."
Oklahoma,https://www.data.gov/open-gov/,Open Government | Data.gov,"Since his first full day in office, President Obama has prioritized making 
government more open and accountable and has taken substantial steps to 
increaseÂ ..."
Oklahoma,http://www.nashp.org/sites/default/files/OK.Web_.Portal.pdf,Oklahoma's Web Portal - National Academy for State Health Policy,"Oklahoma's Web Portal: Fostering Care Coordination Between Primary Care and 
Community .... patient-specific recommendations at the point-of-care, data."
Oklahoma,http://www.childhealthdata.org/browse/medicalhome,Medical Home Data Portal--Data Resource Center for Child and ...,"Home >; Browse the Data >; Medical Home Data Portal .... of claims-based data 
to evaluate medical home implementation in Oklahoma and Rhode Island."
Oklahoma,http://oklahomawatersurvey.org/d1/wp-content/uploads/2014/01/OWS_Handout.pdf,Oklahoma Water Survey Overview and Objectives,"Established by the University of Oklahoma Regents, January 26, 2011 to study 
the state's ... Water Data Web Portal Current Feature and Future. Expansion:."
Oklahoma,http://www.nws.noaa.gov/gis/,NOAA's National Weather Service GIS Data Portal,"Feb 15, 2012 ... National Weather Service GIS Data Portal. Many of the National Weather Service 
data sets are available in formats that are able to be importedÂ ..."
Oklahoma,http://static.cybercommons.org/OklahomaWaterSurvey/ows_manual.pdf,Oklahoma Water Survey Data Portal,"Page 1. Oklahoma Water Survey. Data Portal. Help and User Manual (On the to 
do list!!!!!!!)"
Oregon,https://data.oregon.gov/,Oregon Data | Opening Oregon's DataSearch & BrowseResults matching type of ChartsNon-ethanol,"Oregon Public Meetings: January - June 2014. This is a calendar of State or 
Oregon agencies, boards and commissions public meetings for January-June 
2014.The Oregon State Marine Board has a 
new strategic plan, based on customerÂ ...Results matching type of Charts. Sort By. 
Most Relevant, Most AccessedÂ ...Clear gasoline is defined as a non-
ethanol blended gas, generally 
producedÂ ..."
Oregon,https://epht.oregon.gov/,Oregon Environmental Public Health Tracking,"Welcome to the new Oregon EPHT data portal. Our data portal provides dynamic 
maps, graphs and information about a broad range of environmental andÂ ..."
Oregon,http://www.govtech.com/e-government/Open-Data-Portal-Launched-in-Oregon.html,Open Data Portal Launched in Oregon - Government Technology,"Mar 23, 2011 ... Oregon becomes the 24th state to launch an open data portal."
Oregon,http://www.nascio.org/awards/nominations2011/2011/2011OR9-Oregon-DAS-EGov-Data%20Oregon%20gov%20-%205.31.11.pdf,Data.Oregon.gov -The First Citizen Social Interactive State Data Portal,"state data portal. Open Government Initiatives. June 1, 2011. State of Oregon http
://data.oregon.gov. Executive Sponsor. Dugan Petty, State Chief InformationÂ ..."
Oregon,http://www.socrata.com/customer-spotlight/state-of-oregon/,"State of Oregon - Socrata, Inc.","Pioneering State Is Early Open Data Leader ... â€œIs http://data.oregon.gov/
nominate the FOIA of the 21st Century?â€ù ... Open Data Portal Launched in 
Oregon"
Oregon,http://www.orspdgdata.org/HomePages/LostPassword.php,Oregon SPDG Data Portal,"Upload Data Â· Webinars Â· MyPortfolio. What is your District`s Name? Adel, Adrian, 
Alsea, Amity, Annex, Arlington, Arock, Ashland, Ashwood, Astoria, Athena-Â ..."
Oregon,http://spatialdata.oregonexplorer.info/,Oregon Spatial Data Library,"The Oregon Spatial Data Library provides easy and convenient ways to find, 
access and share geospatial data. Find Data. Oregon Framework DataÂ ..."
Maryland,https://data.maryland.gov/,Open Data | data.maryland.gov,"Aug 14, 2013 ... This dataset shows the number of vehicles that have passed under a gantry on 
that particular day. This dataset does not show trips, it onlyÂ ..."
Maryland,http://www.statestat.maryland.gov/,Welcome to Maryland's StateStat,"chart of the week: job creation Â· Maryland's open data portal Â· strategic goals Â· 
statestat ... Government and communities are pitching-in to improve Maryland'sÂ ..."
Maryland,http://imap.maryland.gov/,Welcome to MD iMap,"Welcome to Maryland's Mapping & GIS Data Portal ... Data and services will be 
changing to make MD iMap a more user-friendly environment. These changesÂ ..."
Maryland,http://imap.maryland.gov/Pages/data.aspx,Data - MD iMap - Maryland.gov,"Web Services are data or tools that can be used in desktop GIS software, thin 
mapping ... Maryland State Highway Administration Â· Maryland Open Data Portal
Â ..."
Maryland,http://www.socrata.com/customer-spotlight/state-of-maryland/,"State of Maryland - Socrata, Inc.","... Governor O'Malley's office in Maryland created one of the first and most 
impactful open data portals by any government agency. Credited with improving 
publicÂ ..."
Maryland,http://www.capitalgazette.com/news/government/o-malley-unveils-maryland-open-data-web-portal/article_4b8c8b23-e574-5faa-a783-4ae5cd085b4d.html,O'Malley unveils Maryland open data Web portal - Capital Gazette,"May 9, 2013 ... Gov. Martin O'Malley on Wednesday announced the launch of a new Maryland 
Web portal offering state data not accessible to the publicÂ ..."
Maryland,https://data.montgomerycountymd.gov/,Montgomery County Data,"Data for all Residential Building Permits issued since 2000, including status and 
... permanent employees of Montgomery County, MD as of January 15, 2013."
Maryland,https://technical.ly/baltimore/2013/05/13/data-maryland-gov-launches/,Data.Maryland.gov: first statewide open data portal launches ...,"May 13, 2013 ... Maryland state now has an open data portal similar to the OpenBaltimore data 
portal that has been around since spring 2011. Data."
Maryland,http://somd.com/news/headlines/2013/16815.shtml,State Launches data.maryland.gov Open Data Portal - Southern ...,"May 8, 2013 ... ANNAPOLIS (May 8, 2013) -- Governor Martin O'Malley today officially launched 
data.maryland.gov - Maryland's first statewide open dataÂ ..."
Maryland,https://www.data.gov/open-gov/,Open Government | Data.gov,"Since his first full day in office, President Obama has prioritized making 
government more open and accountable and has taken substantial steps to 
increaseÂ ..."
Massachusetts,http://www.mass.gov/data/,Open data - Mass.Gov,"The Massachusetts Open Data Initiative is working to make public data available 
and accessible to the citizens of the Commonwealth. Our Data Catalog is anÂ ..."
Massachusetts,http://public.dep.state.ma.us/fish/Search.aspx?Search=Gis,Massachusetts Fish Mercury Research Data Portal,"Fish Mercury Research Data Portal. Gis Search, Text Search, Additional 
Information, Help. Reset the map. Zooming: 1) Press Shift key. 2) Click mouse 
on map."
Massachusetts,http://public.dep.state.ma.us/fish/,Fish Mercury Monitoring Program,"The Massachusetts Department of Environmental Protection monitors ... The data 
available through this portal come from the research program, whichÂ ..."
Massachusetts,http://matracking.ehs.state.ma.us/,Massachusetts Environmental Public Health Tracking,"Welcome to the Massachusetts Environmental Public Health Tracking ... and 
Prevention to make environmental health data more available to the public and 
policymakers. ... This portal was supported by Cooperative Agreement Number 5
Â ..."
Massachusetts,https://wikis.uit.tufts.edu/confluence/display/GISatTufts/Online+GIS+Data+Sources,Online GIS Data Sources - GIS at Tufts - Confluence,"Online GIS Data Sources Spatial Data Portals & Clearinghouses #Portals Boston 
Area Data #Boston Massachusetts Data #Mass New England States GISÂ ..."
Massachusetts,https://data.cityofboston.gov/,City of Boston: Data,"Data Owner. Office of the Mayor Â· Administration & Finance Â· Personal & Labor 
Relations Â· Advocacy & Strategic Investment Â· Public Property Â· EconomicÂ ..."
Massachusetts,https://data.somervillema.gov/,"City of Somerville, MA","This dataset represents 311 call center requests and powers the 311 data 
explorer. 2,722 views. 3. 311 Call Center 311 Call Center 311 Call Center 311, 
workÂ ..."
Massachusetts,http://services.massdot.state.ma.us/crashportal/,Welcome to MassDOT Crash Portal Providing crash data and the ...,"Analysis of the crash data is a complex undertaking, one that may require trial 
and error on the ... What if I want general statistics on crashes in Massachusetts?"
Massachusetts,http://gcmd.nasa.gov/KeywordSearch/Home.do?Portal=mop&MetadataType=0,Welcome to the Massachusetts Ocean Partnership Metadata Portal,"Welcome to the Massachusetts Ocean Data Inventory Metadata Portal. The 
Massachusetts Ocean Partnership (MOP) is a public-private partnership created 
toÂ ..."
Massachusetts,https://gateway.edu.state.ma.us/,Security Portal,"Massachusetts State Seal. The Official Website of the Executive Office of 
Education (EDU). Executive Office of Education. Department of Elementary andÂ ..."
Michigan,https://www.mischooldata.org/,MI School DataEducation DashboardAccountability ScorecardMichigan School Data PortalDistrict DefinitionsAssessment SummaryTop to Bottom Ranking List,"Michigan School Data Banner. Welcome. Michigan. ... MEAP Scores. The latest 
Michigan Educational Assessment Program (MEAP) results are available.The Michigan Education Dashboard 
page provides at-a-glance access to aÂ ...Dashboard; District Best Practices; 
Accountability Scorecard; Top to Bottom
Â ...Annual Education Report. The federal 
components of the Annual EducationÂ ...District/School Summary; Quick Facts; 
Statewide Openings and Closings.The Michigan Department of Education (
MDE) uses several assessments toÂ ...... Top to Bottom Ranking; Scorecard 
Summary; Top 30 / Bottom 30 Analysis."
Michigan,"http://www.michigan.gov/cepi/0,4546,7-113-58069---,00.html",CEPI - MI School Data - State of Michigan,"Center for Educational Performance and Information - MI School Data. ... 
Statewide Education Data Portal Memo - June 9, 2011 PDF icon; MI School Data
Â ..."
Michigan,http://www.moisd.org/downloads/genedpdfs/mi_school_data_portal__a_tour_10142011_20111102_183502_2.pdf,MI School Data Portal - A Tour,"https://www.mischooldata.org. MI School Data Portal â€“ A Tour. Page 1. Kathy 
Berry â€“ Monroe County ISD. October 12, 2011. MI School Data is being designed 
to."
Michigan,http://www.youtube.com/watch?v=jtPHHnavM4U,MI School Data Portal - YouTube,
Michigan,http://www.vbisd.org/Page/737,Technology Services / MI School Data Portal,"MI School Data provides views of Michigan education data to help make 
informed educational decisions, to help improve instruction and to enable school
Â ..."
Michigan,http://focus.cenmi.org/focus-on-results/articles/mi-school-data-portal-introduces-new-features/,MI School Data Portal Introduces New Features Â« Forward Focus,"The MI School Data Portal, which was created by the Michigan Department of 
Education (MDE) in 2011, is a one-stop shop for educational data in Michigan."
Michigan,https://nces.ed.gov/programs/slds/state.asp?stateabbr=MI,Statewide Longitudinal Data Systems Grant Program - Grantee State ...,"Grantee State - Michigan ... Create an education data portal ... New Bridges: 
Building Michigan's Capacity for a Longitudinal P-20 and Workforce Data 
DecisionÂ ..."
Minnesota,http://www.state.mn.us/data/,Skip to feature data - Minnesota open data // your portal for ...,"DataFeature: 511 Traveler Information. State highway driving conditions are 
available at your fingertips, available in high and low bandwidth and on-the-go, 
withÂ ..."
Minnesota,https://data.mncm.org/,Minnesota Community Measurement: Data Portal,"Minnesota Community Measurement: Data Portal. Portal_logo. Welcome to the 
MNCM Data Portal! Log In. E-mail Address Password I forgot my password."
Minnesota,http://mncm.org/submitting-data/training-and-guidance/,Training and Guidance | MN Community Measurement,"This section is designed for professionals who are familiar with the data 
submission process or who have access to the data portal. Included here is a 
quickÂ ..."
Minnesota,http://mn.gov/,Minnesota.gov - navigate your state and find what you're looking for ...,"Minnesota.gov state portal - navigate your state and find what you're looking for. 
... to invite you to Capitol Code: An Open Data Jam, to help build the MinnesotaÂ ..."
Minnesota,https://apps.health.state.mn.us/mndata/copd,COPD: MNPH Data Access - MN Dept. of Health,"Data Access Portal ... COPD is the fifth-leading cause of death in Minnesota. ... 
The American Lung Association of Minnesota sponsors COPD education,Â ..."
Minnesota,http://www.health.state.mn.us/macros/topics/stats.html,Data and Statistics - Minnesota Department of Health,"Image illustrating health data and statistics ... Induced Abortions in Minnesota: 
Reports to the Minnesota Legislature Â· Minnesota County Health TablesÂ ..."
Minnesota,http://www.health.state.mn.us/tracking/data/index.html,Data and Measures: MN Environmental Public Health Tracking ...,"Sep 30, 2013 ... The Minnesota Environmental Public Health Tracking Program (MN ... On the 
Data Portal, you can view information about many topics, seeÂ ..."
Minnesota,http://www.health.state.mn.us/tracking/,Minnesota Environmental Public Health Tracking - Minnesota Dept ...,"The MN Tracking Program maintains the Minnesota Public Health Data Access 
portal, which makes data on health and the environment publicly available."
Minnesota,http://www.ruraldataportal.org/,The Rural Data Portal | Welcome,"Get Detailed Data. 1. .... The RURAL DATA PORTAL is a simple, easy to use, on-
line resource that provides essential information on the social, economic, andÂ ..."
Minnesota,http://cf.pca.state.mn.us/water/watershedweb/wdip/search_more.cfm,EDA: Surface water search Text-based - Minnesota Pollution Control ...,
Mississippi,http://www.gis.ms.gov/,Mississippi Geospatial Clearinghouse,Provides access to the GIS data resources of Mississippi.
Mississippi,http://www.gis.ms.gov/Portal/detail.aspx?aspect=Elevation&realm=All&dom,Elevation - Mississippi Geospatial Clearinghouse,"The Elevation theme contains data representing detailed elevation and 
bathymetry (water depth) throughout Mississippi. NOTE: In addition to the LIDAR 
layersÂ ..."
Mississippi,http://swib.ms.gov/DataCenter/PublicReports/Demographics/RegionalComparison.aspx,eDATA PORTAL:Demographics - SWIB Home - MS.gov,"Mississippi Demographics: Regional Analysis Comparison .... For additional 
information or to learn more about how the SWIB Data Center might be able toÂ ..."
Mississippi,http://www.mississippisiteselection.com/gis-data-download.aspx,Geospatial Data Download Portal - Mississippi Site Selection Center,"Navigate to your desired data category and click the download link. Please note 
that some data files may take considerable time to download depending on theÂ ..."
Mississippi,http://water.usgs.gov/,Water Resources of the United States: U.S. Geological Survey,"Go to USGS Current Water Data for the Nation. Use a form: Select a State. ... New 
USGS Data Portal Provides Access to More Than a Century of Sediment Data."
Mississippi,http://en.wikipedia.org/wiki/Portal:Mississippi,"Portal:Mississippi - Wikipedia, the free encyclopedia","Portal:Mississippi ... The Mississippi Portal .... U.S. Census Bureau Mississippi 
Data Â· USDA Mississippi Statistical Facts Â· USGS real-time, geographic, and other
Â ..."
Mississippi,https://cptac-data-portal.georgetown.edu/,CPTAC Data Portal - Georgetown University,"CPTAC requests that data users abide by the principles established in the Fort ... 
a yeast performance standard for benchmarking LC-MS platform performanceÂ ..."
Mississippi,http://www.mississippi.edu/research/IDP_CntyEnr.html,IHL Interactive Data Portal - Enrollment by County - Mississippi ...,"January 9, 2014. Mississippi Map. Mississippi Table. National Map. National 
Table. Institution. (All). ASU. DSU. JSU. MSU. MUW. MVSU. UM. UMMC. USM. 
Year."
Mississippi,http://www.mississippi.edu/research/IDP_Xfer.html,IHL Interactive Data Portal - Degrees Awarded - Mississippi Board of ...,"January 9, 2014. Transfers by Institution. Transfers Map. Table. ASU. DSU. JSU. 
MSU. MUW. IHL System. Transfer Institution. Coahoma CC. Copiah-Lincoln CC."
Mississippi,http://www.mississippi.edu/research/idp.html,Interactive Data Portal - Mississippi Board of Trustees of State ...,"Office of Strategic Data Management. Interactive Data Portal. Data element 
definitions can be found here. For additional information contact Eric Atchison."
Missouri,https://data.mo.gov/,State of Missouri Data Portal: data.mo.govMissouri county centroid mapAdministration,"Financial data relating to the purchases of goods and services by the state as 
well as ... Search for local Missouri 'Severe Weather Alert Systems' throughoutÂ ...Missouri county centroid map. Based on. 
Based on MissouriÂ ...Sign in with your Socrata ID. Use your 
Email and Password to sign into allÂ ..."
Missouri,http://mcds.dese.mo.gov/,Missouri Comprehensive Data System - Welcome,"State and federal accountability data inform the public of the progress of all public 
schools and school districts toward enabling all students to meet stateÂ ..."
Missouri,http://www.mo.gov/,State of Missouri Website - MO.gov,"The Official State of Missouri website. Find information ... Skip to Main Content; 
Find a State Agency Â· State Services Â· Open Data Â· Social Media Â· Alerts Â· MO.gov
Â ..."
Missouri,http://blog.openmissouri.org/2012/04/04/new-state-data-portal-in-the-works/,New state data portal in the works - Open Missouri Blog,"Apr 4, 2012 ... The Missouri Office of Administration is developing a new online portal at data.
mo.gov to provide access to data from state agencies."
Missouri,https://data.kcmo.org/,Open Data | data.kcmo.org,"Federated Domains. icon This site only; icon data.mo.gov ... 2012 City of Kansas 
City, Mo. Legal Notice Â· Privacy Â· Contact Us Â· Powered by Socrata."
Missouri,http://opendatastl.org/wiki/State_of_Missouri_Data_Portal,State of Missouri Data Portal - Open Data STL,State of Missouri Data Portal. From Open Data STL. Jump to:Â ...
